,Class,Family,Genome Composition,Genus,Kingdom,Last Change,MSL of Last Change,Order,Phylum,Proposal for Last Change ,PubMed_Search,PubMed_Search_ln,Realm,Sort,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Taxon History URL,Type Species?,family,genus,hits,hits_ln,number_of hosts,number_of hosts_x,number_of hosts_y,order,species,tax_id,tax_id_n,virus_name
373,,Herpesviridae,dsDNA,Muromegalovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,1,0.0009995003330834232,,1611.0,Murid betaherpesvirus 1,,Betaherpesvirinae,,,,,,ICTVonline=20181468,1.0,Herpesviridae,Muromegalovirus,367,5.905364572846498,4,,,Herpesvirales,Murid betaherpesvirus 1,10366,10366,Murid herpesvirus 1
374,,Herpesviridae,dsDNA,Muromegalovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,19,2.944491609360395,,1612.0,Murid betaherpesvirus 2,,Betaherpesvirinae,,,,,,ICTVonline=20181469,0.0,Herpesviridae,Muromegalovirus,51,3.9318452403752318,7,,,Herpesvirales,Murid betaherpesvirus 2,28304,28304,Murid herpesvirus 2
375,,,,,,,,,,,6,1.7919261220073759,,,,,,,,,,,,,,,1,0.0009995003330834232,1,,,Herpesvirales,Murid herpesvirus 3,2419785,2419785,Murid herpesvirus 3
376,,Herpesviridae,dsDNA,Rhadinovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,78,4.356721647120231,,1647.0,Murid gammaherpesvirus 4,,Gammaherpesvirinae,,,,,,ICTVonline=20181512,0.0,Herpesviridae,Rhadinovirus,112,4.718507799826663,6,,,Herpesvirales,Murid gammaherpesvirus 4,33708,33708,Murid herpesvirus 4
377,,Herpesviridae,dsDNA,Muromegalovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,10,2.3026850879943788,,1611.0,Murid betaherpesvirus 1,,Betaherpesvirinae,,,,,,ICTVonline=20181468,1.0,Herpesviridae,Muromegalovirus,367,5.905364572846498,1,,,Herpesvirales,Murid betaherpesvirus 1,10366,10366,Murid herpesvirus 5
378,,Adenoviridae,dsDNA,Mastadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,1,0.0009995003330834232,,2440.0,Murine mastadenovirus A,,,,,,,,ICTVonline=20182429,0.0,Adenoviridae,Mastadenovirus,42,3.7376934275237357,1,,,,Murine mastadenovirus A,129956,129956,Murine adenovirus A
379,,Adenoviridae,dsDNA,Mastadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,1,0.0009995003330834232,,2441.0,Murine mastadenovirus B,,,,,,,,ICTVonline=20182430,0.0,Adenoviridae,Mastadenovirus,3,1.09894556645823,1,,,,Murine mastadenovirus B,1146873,1146873,Murine adenovirus B
380,,Coronaviridae,ssRNA(+),Betacoronavirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,304,5.717030990874496,,1709.0,Murine coronavirus,,Orthocoronavirinae,Embecovirus,,Cornidovirineae,,,ICTVonline=20181865,1.0,Coronaviridae,Betacoronavirus,194,5.267863313689218,1,,,Nidovirales,Murine coronavirus,11138,11138,Murine hepatitis virus
381,,Retroviridae,ssRNA-RT,Gammaretrovirus,,"New,",32.0,Ortervirales,,2017.013D.A.v1.Ortervirales.zip,5385,8.591372775291493,,1931.0,Murine leukemia virus,,Orthoretrovirinae,,,,,,ICTVonline=20185018,1.0,Retroviridae,Gammaretrovirus,2219,7.70481237358594,3,,,Ortervirales,Murine leukemia virus,11786,11786,Murine leukemia virus
382,,Caliciviridae,ssRNA(+),Norovirus,,"Moved,",20.0,,,Ratification_2002a.pdf,87,4.4659196128413985,,2775.0,Norwalk virus,,,,,,,,ICTVonline=20182806,1.0,Caliciviridae,Norovirus,15,2.7081168655467533,2,,,,Norwalk virus,223997,223997,Murine norovirus 1
383,Monjiviricetes,Pneumoviridae,ssRNA(-),Orthopneumovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,8,2.079566533867987,,153.0,Murine orthopneumovirus,,,,,,Haploviricotina,,ICTVonline=20181652,0.0,Pneumoviridae,Orthopneumovirus,32,3.4657671523114555,2,,,Mononegavirales,Murine orthopneumovirus,11263,11263,Murine pneumonia virus
384,,Polyomaviridae,dsDNA,Betapolyomavirus,,"Renamed,Moved,",30.0,,,2015.015a-aaD.A.v2.Polyomaviridae_rev.pdf,9,2.1973356822749484,,4163.0,Mus musculus polyomavirus 2,,,,,,,,ICTVonline=20184469,0.0,Polyomaviridae,Betapolyomavirus,26,3.2581349988203177,1,,,,Mus musculus polyomavirus 2,1891770,1891770,Murine pneumotropic virus
385,,Polyomaviridae,dsDNA,Alphapolyomavirus,,"Renamed,Moved,",30.0,,,2015.015a-aaD.A.v2.Polyomaviridae_rev.pdf,125,4.828321737270302,,4124.0,Mus musculus polyomavirus 1,,,,,,,,ICTVonline=20184431,1.0,Polyomaviridae,Alphapolyomavirus,41,3.713596456650773,1,,,,Mus musculus polyomavirus 1,1891730,1891730,Murine polyomavirus
386,,Flaviviridae,ssRNA(+),Flavivirus,,"Merged,",18.0,,,ICTV 7th Report.pdf,174,5.159061046324451,,2975.0,Murray Valley encephalitis virus,,,,,,,,ICTVonline=20183100,0.0,Flaviviridae,Flavivirus,255,5.541267466719364,6,,,,Murray Valley encephalitis virus,11079,11079,Murray Valley encephalitis virus
387,,Herpesviridae,dsDNA,Percavirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,3,1.09894556645823,,1640.0,Mustelid gammaherpesvirus 1,,Gammaherpesvirinae,,,,,,ICTVonline=20181504,0.0,Herpesviridae,Percavirus,6,1.7919261220073759,2,,,Herpesvirales,Mustelid gammaherpesvirus 1,311179,311179,Mustelid herpesvirus 1
388,,Poxviridae,dsDNA,Leporipoxvirus,,"Moved,",5.0,,,Ratification_1978.pdf,429,6.061459249927631,,4444.0,Myxoma virus,,Chordopoxvirinae,,,,,,ICTVonline=20184762,1.0,Poxviridae,Leporipoxvirus,588,6.376728648577453,3,,,,Myxoma virus,10273,10273,Myxoma virus
389,,,,,,,,,,,39,3.6635872868265618,,,,,,,,,,,,,,,6,1.7919261220073759,0,,,,Naples virus,1170423,1170423,Naples virus
390,,,,,,,,,,,8,2.079566533867987,,,,,,,,,,,,,Paramyxoviridae,,2,0.6936470556015963,1,,,Mononegavirales,Nariva virus,590647,590647,Nariva virus
391,,Togaviridae,ssRNA(+),Alphavirus,,"New,",4.0,,,ICTV 2nd Report.pdf,5,1.6096378924367667,,4685.0,Ndumu virus,,,,,,,,ICTVonline=20185099,0.0,Togaviridae,Alphavirus,15,2.7081168655467533,1,,,,Ndumu virus,59302,59302,Ndumu virus
392,,Reoviridae,dsRNA,Orthoreovirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,8,2.079566533867987,,4585.0,Nelson Bay orthoreovirus,,Spinareovirinae,,,,,,ICTVonline=20184973,0.0,Reoviridae,Orthoreovirus,41,3.713596456650773,2,,,,Nelson Bay orthoreovirus,118027,118027,Nelson Bay orthoreovirus
393,,,,,,,,,,,0,-6.907755278982137,,,,,,,,,,,,,Hantaviridae,Orthohantavirus,4,1.3865443298750981,0,,,Bunyavirales,New York hantavirus,44755,44755,New York hantavirus
394,Monjiviricetes,Paramyxoviridae,ssRNA(-),Avulavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,4662,8.447200034095895,,95.0,Avian avulavirus 1,,,,,,Haploviricotina,,ICTVonline=20181591,1.0,Paramyxoviridae,Avulavirus,9963,9.206633610416226,1,,,Mononegavirales,Avian avulavirus 1,11176,11176,Newcastle disease virus
395,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,17,2.833272165855592,,422.0,Bunyamwera orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180100,1.0,Peribunyaviridae,Orthobunyavirus,47,3.85016887807946,0,,,Bunyavirales,Bunyamwera orthobunyavirus,273357,273357,Ngari virus
396,Monjiviricetes,Paramyxoviridae,ssRNA(-),Henipavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,196,5.278119761258318,,119.0,Nipah henipavirus,,,,,,Haploviricotina,,ICTVonline=20181611,0.0,Paramyxoviridae,Henipavirus,174,5.159061046324451,0,,,Mononegavirales,Nipah henipavirus,121791,121791,Nipah henipavirus
397,,Caliciviridae,ssRNA(+),Norovirus,,"Moved,",20.0,,,Ratification_2002a.pdf,475,6.163316909295583,,2775.0,Norwalk virus,,,,,,,,ICTVonline=20182806,1.0,Caliciviridae,Norovirus,39549,10.585295713711169,1,,,,Norwalk virus,11983,11983,Norwalk virus
398,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,5,1.6096378924367667,,443.0,Nyando orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180121,0.0,Peribunyaviridae,Orthobunyavirus,16,2.7726512202867375,1,,,Bunyavirales,Nyando orthobunyavirus,35316,35316,Nyando virus
399,,Togaviridae,ssRNA(+),Alphavirus,,"Moved,",2.0,,,Ratification_1974.pdf,56,4.02536954771857,,4686.0,Onyong-nyong virus,,,,,,,,ICTVonline=20185100,0.0,Togaviridae,Alphavirus,23,3.135537693244867,6,,,,Onyong-nyong virus,2169701,2169701,O'nyong-nyong virus
400,Monjiviricetes,Rhabdoviridae,ssRNA(-),Ledantevirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,5,1.6096378924367667,,211.0,Oita ledantevirus,,,,,,Haploviricotina,,ICTVonline=20181718,0.0,Rhabdoviridae,Ledantevirus,3,1.09894556645823,1,,,Mononegavirales,Oita ledantevirus,1272953,1272953,Oita virus
401,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,0,-6.907755278982137,,324.0,Oliveros mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182593,0.0,Arenaviridae,Mammarenavirus,7,1.9460529959950605,0,,,Bunyavirales,Oliveros mammarenavirus,42764,42764,Oliveros mammarenavirus
402,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,30,3.4012307144399454,,2977.0,Omsk hemorrhagic fever virus,,,,,,,,ICTVonline=20183102,0.0,Flaviviridae,Flavivirus,53,3.970310781298653,13,,,,Omsk hemorrhagic fever virus,12542,12542,Omsk hemorrhagic fever virus
403,Ellioviricetes,Hantaviridae,ssRNA(-),Orthohantavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,33,3.4965378640376557,,355.0,Andes orthohantavirus,,,,,,Polyploviricotina,,ICTVonline=20180022,0.0,Hantaviridae,Orthohantavirus,11,2.3979861777572986,4,,,Bunyavirales,Andes orthohantavirus,69247,69247,Oran virus
404,,Poxviridae,dsDNA,Parapoxvirus,,"Moved,",5.0,,,Ratification_1978.pdf,400,5.991467047104857,,4459.0,Orf virus,,Chordopoxvirinae,,,,,,ICTVonline=20184780,1.0,Poxviridae,Parapoxvirus,1395,7.240650411101087,20,,,,Orf virus,10258,10258,Orf virus
405,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,6,1.7919261220073759,,445.0,Oriboca orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180123,0.0,Peribunyaviridae,Orthobunyavirus,19,2.944491609360395,6,,,Bunyavirales,Oriboca orthobunyavirus,192199,192199,Oriboca virus
406,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,76,4.330746498094504,,446.0,Oropouche orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180124,0.0,Peribunyaviridae,Orthobunyavirus,427,6.056786355146257,3,,,Bunyavirales,Oropouche orthobunyavirus,118655,118655,Oropouche virus
407,,Reoviridae,dsRNA,Orbivirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,14,2.639128755635788,,4513.0,Orungo virus,,Sedoreovirinae,,,,,,ICTVonline=20184890,0.0,Reoviridae,Orbivirus,21,3.0445700556372914,1,,,,Orungo virus,40058,40058,Orungo virus
408,,Adenoviridae,dsDNA,Atadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,0,-6.907755278982137,,2398.0,Ovine atadenovirus D,,,,,,,,ICTVonline=20182393,1.0,Adenoviridae,Atadenovirus,14,2.639128755635788,1,,,,Ovine atadenovirus D,130327,130327,Ovine adenovirus D
409,,Astroviridae,ssRNA(+),Mamastrovirus,,"Renamed,",26.0,,,2010.018a-cV.A.v4.Mamastrovirus.pdf,10,2.3026850879943788,,2635.0,Mamastrovirus 13,,,,,,,,ICTVonline=20182638,0.0,Astroviridae,Mamastrovirus,16,2.7726512202867375,1,,,,Mamastrovirus 13,1239577,1239577,Ovine astrovirus
410,,Herpesviridae,dsDNA,Macavirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,142,4.9558340998299855,,1634.0,Ovine gammaherpesvirus 2,,Gammaherpesvirinae,,,,,,ICTVonline=20181497,0.0,Herpesviridae,Macavirus,233,5.451042745401984,14,,,Herpesvirales,Ovine gammaherpesvirus 2,10398,10398,Ovine herpesvirus 2
411,,Papillomaviridae,dsDNA,Deltapapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1,0.0009995003330834232,,3759.0,Deltapapillomavirus 3,,Firstpapillomavirinae,,,,,,ICTVonline=20184002,0.0,Papillomaviridae,Deltapapillomavirus,24,3.178095496146581,1,,,,Deltapapillomavirus 3,56144,56144,Ovine papillomavirus 1
412,,Reoviridae,dsRNA,Orbivirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,8,2.079566533867987,,4514.0,Palyam virus,,Sedoreovirinae,,,,,,ICTVonline=20184891,0.0,Reoviridae,Orbivirus,125,4.828321737270302,4,,,,Palyam virus,40059,40059,Palyam virus
413,,,,,,,,,,,19,2.944491609360395,,,,,,,,,,,,,Arenaviridae,,1,0.0009995003330834232,1,,,Bunyavirales,Pampa virus,51317,51317,Pampa virus
414,Monjiviricetes,Paramyxoviridae,ssRNA(-),Rubulavirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,117,4.762182481769778,,137.0,Mammalian rubulavirus 5,,,,,,Haploviricotina,,ICTVonline=20181632,0.0,Paramyxoviridae,Rubulavirus,75,4.3175014467807555,3,,,Mononegavirales,Mammalian rubulavirus 5,1979162,1979162,Parainfluenza virus 5
415,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,3,1.09894556645823,,325.0,Paraguayan mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182594,0.0,Arenaviridae,Mammarenavirus,7,1.9460529959950605,1,,,Bunyavirales,Paraguayan mammarenavirus,2169994,2169994,Parana virus
416,,Poxviridae,dsDNA,Parapoxvirus,,"New,",14.0,,,ICTV 6th Report.pdf,4,1.3865443298750981,,4460.0,Parapoxvirus of red deer in New Zealand,,Chordopoxvirinae,,,,,,ICTVonline=20184781,0.0,Poxviridae,Parapoxvirus,12,2.4849899796493045,1,,,,Parapoxvirus of red deer in New Zealand,129728,129728,Parapoxvirus of red deer in New Zealand
417,Ellioviricetes,Peribunyaviridae,ssRNA(-),Orthobunyavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,447.0,Patois orthobunyavirus,,,,,,Polyploviricotina,,ICTVonline=20180125,0.0,Peribunyaviridae,Orthobunyavirus,3,1.09894556645823,1,,,Bunyavirales,Patois orthobunyavirus,35318,35318,Patois virus
418,,Reoviridae,dsRNA,Orbivirus,,"Moved,",25.0,,,2007.127-129V.v2.Spina-Sedoreovirinae.pdf,8,2.079566533867987,,4515.0,Peruvian horse sickness virus,,Sedoreovirinae,,,,,,ICTVonline=20184892,0.0,Reoviridae,Orbivirus,36,3.5835467158480925,1,,,,Peruvian horse sickness virus,356862,356862,Peruvian horse sickness virus
419,Monjiviricetes,Paramyxoviridae,ssRNA(-),Morbillivirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,358,5.880535779692888,,126.0,Small ruminant morbillivirus,,,,,,Haploviricotina,,ICTVonline=20181619,0.0,Paramyxoviridae,Morbillivirus,1460,7.286192399633654,8,,,Mononegavirales,Small ruminant morbillivirus,31604,31604,Peste-des-petits-ruminants virus
420,,Flaviviridae,ssRNA(+),Flavivirus,,"Moved,",9.0,,,Ratification_1984.pdf,1,0.0009995003330834232,,2978.0,Phnom Penh bat virus,,,,,,,,ICTVonline=20183103,0.0,Flaviviridae,Flavivirus,5,1.6096378924367667,2,,,,Phnom Penh bat virus,64894,64894,Phnom Penh bat virus
421,,Herpesviridae,dsDNA,Varicellovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,11,2.3979861777572986,,1600.0,Phocid alphaherpesvirus 1,,Alphaherpesvirinae,,,,,,ICTVonline=20181455,0.0,Herpesviridae,Varicellovirus,12,2.4849899796493045,1,,,Herpesvirales,Phocid alphaherpesvirus 1,47418,47418,Phocid herpesvirus 1
422,,Papillomaviridae,dsDNA,Omikronpapillomavirus,,"New,",32.0,,,2017.010D.A.v1.Papillomaviridae_2subf.zip,1,0.0009995003330834232,,3835.0,Omikronpapillomavirus 1,,Firstpapillomavirinae,,,,,,ICTVonline=20184101,1.0,Papillomaviridae,Omikronpapillomavirus,20,2.995782272304033,1,,,,Omikronpapillomavirus 1,82676,82676,Phocoena spinipinnis papillomavirus
423,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,148,4.997219030498045,,304.0,Cali mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182595,0.0,Arenaviridae,Mammarenavirus,49,3.8918407060656484,2,,,Bunyavirales,Cali mammarenavirus,2169993,2169993,Pichinde virus
424,,,,,,,,,,,106,4.663448528029832,,,,,,,,,,,,,Picobirnaviridae,,1728,7.454720528067537,11,,,,not_found,104394,104394,Picobirnavirus
425,,Parvoviridae,ssDNA(+/-),Erythroparvovirus,,"New,",28.0,,,2013.001a-aaaV.A.v4.Parvoviridae.pdf,1,0.0009995003330834232,,3986.0,Primate erythroparvovirus 4,,Parvovirinae,,,,,,ICTVonline=20184269,0.0,Parvoviridae,Erythroparvovirus,8,2.079566533867987,1,,,,Primate erythroparvovirus 4,119755,119755,Pig-tailed macaque parvovirus
426,,,,,,,,,,,1,0.0009995003330834232,,,,,,,,,,,,,Arenaviridae,Arenavirus,5,1.6096378924367667,0,,,Bunyavirales,Pinhal virus,485722,485722,Pinhal virus
427,Ellioviricetes,Arenaviridae,ssRNA(+/-),Mammarenavirus,,"Moved,",33.0,Bunyavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,1,0.0009995003330834232,,326.0,Pirital mammarenavirus,,,,,,Polyploviricotina,,ICTVonline=20182596,0.0,Arenaviridae,Mammarenavirus,71,4.262693961449172,0,,,Bunyavirales,Pirital mammarenavirus,49891,49891,Pirital mammarenavirus
428,Monjiviricetes,Rhabdoviridae,ssRNA(-),Vesiculovirus,,"Moved,",33.0,Mononegavirales,Negarnaviricota,2017.006M.A.v2.Negarnaviricota.zip,19,2.944491609360395,,285.0,Piry vesiculovirus,,,,,,Haploviricotina,,ICTVonline=20181802,0.0,Rhabdoviridae,Vesiculovirus,7,1.9460529959950605,1,,,Mononegavirales,Piry vesiculovirus,11274,11274,Piry virus
429,,Togaviridae,ssRNA(+),Alphavirus,,"Moved,",2.0,,,Ratification_1974.pdf,15,2.7081168655467533,,4687.0,Pixuna virus,,,,,,,,ICTVonline=20185101,0.0,Togaviridae,Alphavirus,4,1.3865443298750981,2,,,,Pixuna virus,60876,60876,Pixuna virus
430,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",8127,9.002947253799832,,2023.0,Enterovirus C,,,,,,,,ICTVonline=20181985,1.0,Picornaviridae,Enterovirus,10402,9.249753470468372,1,,,Picornavirales,Enterovirus C,138950,138950,Poliovirus
431,,Herpesviridae,dsDNA,Lymphocryptovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,0,-6.907755278982137,,1626.0,Panine gammaherpesvirus 1,,Gammaherpesvirinae,,,,,,ICTVonline=20181488,0.0,Herpesviridae,Lymphocryptovirus,7,1.9460529959950605,1,,,Herpesvirales,Panine gammaherpesvirus 1,159602,159602,Pongine herpesvirus 1
432,,Herpesviridae,dsDNA,Lymphocryptovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,0,-6.907755278982137,,1628.0,Pongine gammaherpesvirus 2,,Gammaherpesvirinae,,,,,,ICTVonline=20181490,0.0,Herpesviridae,Lymphocryptovirus,4,1.3865443298750981,1,,,Herpesvirales,Pongine gammaherpesvirus 2,159603,159603,Pongine herpesvirus 2
433,,Herpesviridae,dsDNA,Lymphocryptovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,0,-6.907755278982137,,1623.0,Gorilline gammaherpesvirus 1,,Gammaherpesvirinae,,,,,,ICTVonline=20181485,0.0,Herpesviridae,Lymphocryptovirus,6,1.7919261220073759,1,,,Herpesvirales,Gorilline gammaherpesvirus 1,159604,159604,Pongine herpesvirus 3
434,,Herpesviridae,dsDNA,Cytomegalovirus,,"Renamed,",30.0,Herpesvirales,,2015.010aD.A.v2.Herpesvirales_spren.pdf,0,-6.907755278982137,,1608.0,Panine betaherpesvirus 2,,Betaherpesvirinae,,,,,,ICTVonline=20181464,0.0,Herpesviridae,Cytomegalovirus,12,2.4849899796493045,1,,,Herpesvirales,Panine betaherpesvirus 2,188763,188763,Pongine herpesvirus 4
435,,Adenoviridae,dsDNA,Mastadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,0,-6.907755278982137,,2446.0,Porcine mastadenovirus A,,,,,,,,ICTVonline=20182435,0.0,Adenoviridae,Mastadenovirus,140,4.941649565440937,1,,,,Porcine mastadenovirus A,130369,130369,Porcine adenovirus A
436,,Adenoviridae,dsDNA,Mastadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,0,-6.907755278982137,,2447.0,Porcine mastadenovirus B,,,,,,,,ICTVonline=20182436,0.0,Adenoviridae,Mastadenovirus,17,2.833272165855592,1,,,,Porcine mastadenovirus B,130370,130370,Porcine adenovirus B
437,,Adenoviridae,dsDNA,Mastadenovirus,,"Renamed,",28.0,,,2013.003aV.A.v1.Adenoviridae_spren.pdf,1,0.0009995003330834232,,2448.0,Porcine mastadenovirus C,,,,,,,,ICTVonline=20182437,0.0,Adenoviridae,Mastadenovirus,32,3.4657671523114555,1,,,,Porcine mastadenovirus C,130371,130371,Porcine adenovirus C
438,,Astroviridae,ssRNA(+),Mamastrovirus,,"Renamed,",26.0,,,2010.018a-cV.A.v4.Mamastrovirus.pdf,38,3.6376124751696053,,2625.0,Mamastrovirus 3,,,,,,,,ICTVonline=20182628,0.0,Astroviridae,Mamastrovirus,440,6.086776999636997,1,,,,Mamastrovirus 3,1239567,1239567,Porcine astrovirus
439,,Circoviridae,ssDNA(+/-),Circovirus,,"Renamed,",30.0,,,"2014.006a,hD.A.v6.Circovirus_11sp.pdf",19,2.944491609360395,,2811.0,Porcine circovirus 1,,,,,,,,ICTVonline=20182924,1.0,Circoviridae,Circovirus,80,4.3820391345957574,1,,,,Porcine circovirus 1,133704,133704,Porcine circovirus-1
440,,Circoviridae,ssDNA(+/-),Circovirus,,"Renamed,",30.0,,,"2014.006a,hD.A.v6.Circovirus_11sp.pdf",313,5.746206385423228,,2812.0,Porcine circovirus 2,,,,,,,,ICTVonline=20182925,0.0,Circoviridae,Circovirus,6773,8.820699546859954,1,,,,Porcine circovirus 2,85708,85708,Porcine circovirus-2
441,,Caliciviridae,ssRNA(+),Sapovirus,,"Moved,",20.0,,,Ratification_2002a.pdf,1,0.0009995003330834232,,2776.0,Sapporo virus,,,,,,,,ICTVonline=20182808,1.0,Caliciviridae,Sapovirus,171,5.141669404438777,1,,,,Sapporo virus,106333,106333,Porcine enteric sapovirus
442,,Picornaviridae,ssRNA(+),Sapelovirus,,"Renamed,",29.0,Picornavirales,,2014.016aV.A.v1.Picornaviridae_spren.pdf,1,0.0009995003330834232,,2084.0,Sapelovirus A,,,,,,,,ICTVonline=20182058,1.0,Picornaviridae,Sapelovirus,320,5.76832412078889,1,,,Picornavirales,Sapelovirus A,686984,686984,Porcine enterovirus A
443,,Picornaviridae,ssRNA(+),Enterovirus,,"Renamed,",27.0,Picornavirales,,"2011.018a,bV.A.v2.Enterovirus-Sp,Ren.pdf",6,1.7919261220073759,,2027.0,Enterovirus G,,,,,,,,ICTVonline=20181989,0.0,Picornaviridae,Enterovirus,517,6.248044808742535,1,,,Picornavirales,Enterovirus G,106966,106966,Porcine enterovirus B
444,,Coronaviridae,ssRNA(+),Alphacoronavirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,649,6.475434257534952,,1700.0,Porcine epidemic diarrhea virus,,Orthocoronavirinae,Pedacovirus,,Cornidovirineae,,,ICTVonline=20181857,0.0,Coronaviridae,Alphacoronavirus,4772,8.470520992773526,1,,,Nidovirales,Porcine epidemic diarrhea virus,28295,28295,Porcine epidemic diarrhea virus
445,,Coronaviridae,ssRNA(+),Betacoronavirus,,"Moved,",33.0,Nidovirales,,2017.012_015S.A.v1.Nidovirales.zip,35,3.5553766325098297,,1706.0,Betacoronavirus 1,,Orthocoronavirinae,Embecovirus,,Cornidovirineae,,,ICTVonline=20181861,0.0,Coronaviridae,Betacoronavirus,82,4.406731442311845,1,,,Nidovirales,Betacoronavirus 1,42005,42005,Porcine hemagglutinating encephalomyelitis virus
446,,Parvoviridae,ssDNA(+/-),Protoparvovirus,,"New,",28.0,,,2013.001a-aaaV.A.v4.Parvoviridae.pdf,610,6.413460596510276,,3998.0,Ungulate protoparvovirus 1,,Parvovirinae,,,,,,ICTVonline=20184277,0.0,Parvoviridae,Protoparvovirus,303,5.713736105833956,1,,,,Ungulate protoparvovirus 1,10796,10796,Porcine parvovirus
